TIS	Bagaev_Effector_cells	Bagaev_Checkpoint_inhibitor	Bagaev_TAMs
8.42359018021063	7.4304467697820415	7.047466696170608	3.16160844695515
3.6749073569199417	3.6842565781468166	5.99492971987064	5.868843425835133
7.174904726999867	12.877413601126726	1.6391265887705095	1.718532625961279
14.713376921275275	5.2212019821350495	4.827707193596618	1.9724993670112896
12.078477098672678	3.6554355144835697	4.500902307093039	1.6796364840790705
12.35435828601874	5.254428550121562	2.365109775291559	10.491868917024076
3.200661843460494	4.215773062301441	6.96475364590208	1.98574973213011
2.5984988762615084	4.844966637138714	4.098730226918872	3.4645883408954306
4.193756558171038	7.8607501662205825	3.618612743856902	5.985734196402343
10.151103156339882	5.097692594483768	12.454844505303203	5.926926372977741
6.933912444238561	8.016180213930438	5.893967453793203	3.867382489847374
4.5148622697852625	4.244786236179281	0.6995309442649621	8.445026424789827
11.14547430200235	4.5329974308263985	7.674887559358992	2.730722255683228
9.364620664690174	2.4334167271682046	4.613485827663879	3.5437745385890347
7.022440382150681	3.602111263445373	5.720718748527809	4.278365620901065
11.16497978633595	4.256143016559748	6.386229806083748	13.282346930166431
21.00059634834502	5.138549143543937	2.2570975929681496	2.751574333144604
8.063423400275996	7.013237054346095	4.511915982659823	5.464762926061269
9.547629703788242	2.0675123743696746	7.0186409852808564	1.1469999088286795
6.795289779858151	5.775899376597741	3.267906561536075	3.1101493961481186
21.61740645609264	4.5655422188803385	3.725313677980898	4.146196272192461
2.986158526856316	7.3997103750150846	4.245746810081451	4.310790963432621
8.326014256133384	4.424227073559163	1.0551166159626095	10.610314644189446
8.63797650998948	6.007507207374743	2.7551539347324954	4.14741441961421
10.46585985265175	12.88265100094572	1.425365190516461	1.35537796790446
4.353399577070162	2.9490094104894613	1.1048533487337822	4.527153640877136
10.579649197472694	5.072268604677496	5.459556511198797	6.516804357379133
10.246928691888701	5.8244226765313565	1.0578347392727823	1.277034413141159
8.936418339020905	3.938848185554562	9.527921781703972	6.699587240752875
14.310161594855588	5.959689495858424	10.239715344129527	11.067826136985222
14.486847261141978	4.470427435456389	2.2650994259946566	5.071418848918059
17.011658089862024	4.983987183778178	4.681214237036066	4.005340740047954
5.617521434613134	1.6213279480395169	11.720930572276108	4.916252256722579
7.426559521926353	13.938903347732438	5.339671062729988	5.266628648887207
10.338134223045632	1.595909417028728	7.513378679320475	2.737397413602682
2.6819249724130296	2.1233786735053872	7.972509556419192	2.2900401308430833
5.371034429626624	3.823412071244268	10.949542206026502	4.826204255334325
2.0097814872327406	8.241829271570449	0.8730232379914233	4.785860654099532
7.528553575645366	15.15219457294719	1.2606703411313689	3.9456749159232687
13.684236587122294	3.0132990993506876	2.6831399039980774	1.977936466140389
11.718545308070222	7.803555790374115	4.317354492461503	4.414196410712658
10.649221815604065	2.8504369850095586	5.932605393020045	2.3865064366695767
3.120986850126093	11.991910157403437	3.218199540507758	2.4046699175365562
5.665608682755871	3.4693402363108903	3.0230148018876193	4.479757617627301
12.647953697428289	1.3032333274900263	3.123030927765158	2.729053824678031
5.6680189812109525	4.290194481728739	3.0841317269456967	6.603102087424641
4.600475100515982	1.7705508119507067	6.3712276677296815	2.0842262510664873
10.297273141892791	9.279176400339338	5.543060546336764	4.440575255825194
5.775691346056071	2.7259360667159216	4.074568510838503	2.7500233141655026
14.6231383090177	5.083557324571983	5.318411680184652	8.023655295893425
1.2087070222555538	5.78157487550322	7.942039951620411	2.0188150296755327
2.6768423677891158	10.943454383315219	3.78396816800342	4.983135281123388
